id,age,job_cl,marital_cl,education_cl,default_cl,housing_cl,loan_cl,contact_cl,month_cl,day_of_week_cl,duration,campaign,pdays,previous,poutcome_cl,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_cl
1866,40196,72,5,0,4,0,0,0,0,4,0,268,1,999,0,0,-1.7,94.215,-40.3,0.87,4991.6,1
1867,39983,38,8,0,6,0,1,0,0,3,1,271,1,2,3,2,-1.7,94.055,-39.8,0.7609999999999999,4991.6,1
1868,34008,33,0,0,0,0,0,1,0,2,2,44,1,999,1,1,-1.8,92.893,-46.2,1.281,5099.1,0
1869,39806,34,0,0,1,0,0,0,0,3,2,238,1,6,2,2,-1.7,94.055,-39.8,0.7040000000000001,4991.6,1
1870,35267,49,8,2,2,0,0,0,0,2,4,427,2,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
1871,32324,56,1,0,2,1,0,0,0,2,4,705,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
1872,40118,32,3,0,6,0,0,1,1,4,1,35,1,999,0,0,-1.7,94.215,-40.3,0.835,4991.6,0
1873,39639,77,5,0,0,0,0,0,0,2,2,152,1,6,4,2,-1.8,93.876,-40.0,0.682,5008.7,1
1874,33163,35,1,0,1,0,0,0,0,2,1,201,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
1875,15243,50,1,0,5,1,0,0,0,4,3,222,2,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
1876,480,37,2,1,1,1,1,1,1,2,1,264,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1877,40921,71,5,0,3,0,0,0,0,7,0,185,2,999,0,0,-1.1,94.601,-49.5,0.977,4963.6,0
1878,24094,47,6,1,5,0,2,2,1,8,0,145,1,999,0,0,-0.1,93.2,-42.0,4.406000000000001,5195.8,1
1879,2228,37,2,0,2,1,0,0,1,2,0,46,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1880,15198,40,10,2,1,1,1,1,1,4,3,265,2,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
1881,8438,30,0,0,1,0,0,0,1,3,1,266,10,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
1882,5641,36,1,0,2,1,0,0,1,2,0,131,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1883,36804,35,8,2,0,0,0,0,1,3,0,351,6,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
1884,40246,26,0,1,0,0,1,0,0,4,4,196,1,9,3,1,-1.7,94.215,-40.3,0.885,4991.6,1
1885,23956,51,11,0,5,1,0,0,0,5,4,10,5,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
1886,35832,38,3,0,1,0,0,0,0,2,4,324,1,999,1,1,-1.8,92.893,-46.2,1.259,5099.1,1
1887,27895,28,0,1,0,0,1,1,0,0,2,96,2,999,0,0,-1.8,92.843,-50.0,1.548,5099.1,1
1888,10254,37,4,0,0,0,1,0,1,3,0,1323,9,999,0,0,1.4,94.465,-41.8,4.96,5228.1,1
1889,39707,46,0,0,0,0,1,0,1,2,3,351,3,999,0,0,-1.8,93.876,-40.0,0.6920000000000001,5008.7,1
1890,39720,51,4,0,0,0,0,0,0,2,0,131,2,999,4,1,-1.8,93.876,-40.0,0.6970000000000001,5008.7,0
1891,40385,30,1,1,3,0,1,0,0,5,2,293,1,9,1,2,-1.7,94.027,-38.3,0.9,4991.6,1
1892,856,41,8,0,0,0,0,0,1,2,2,1138,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1
1893,15725,36,2,0,4,0,1,0,0,4,0,854,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1
1894,11759,40,0,0,1,0,1,0,1,3,4,590,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
1895,39893,65,11,0,5,0,0,0,0,3,3,301,2,4,2,2,-1.7,94.055,-39.8,0.7290000000000001,4991.6,1
1896,3792,25,1,1,4,0,0,0,1,2,4,304,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
1897,37945,53,2,0,3,0,0,0,1,6,4,384,1,999,0,0,-3.4,92.379,-29.8,0.8029999999999999,5017.5,0
1898,12284,26,2,0,3,0,0,0,1,4,3,277,2,999,0,0,1.4,93.918,-42.7,4.966,5228.1,0
1899,20967,34,0,1,0,0,0,0,0,5,3,518,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
1900,19483,44,1,0,2,0,1,0,0,5,3,1056,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1
1901,6808,25,1,1,1,0,1,0,1,2,2,313,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1902,17099,28,1,1,2,0,0,0,0,4,4,267,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
1903,30309,37,0,0,1,0,0,0,0,1,3,574,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
1904,39605,52,0,0,0,0,0,1,0,2,3,250,1,3,5,2,-1.8,93.876,-40.0,0.677,5008.7,1
1905,16111,30,0,1,1,0,1,1,0,4,1,68,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
1906,37280,36,0,2,0,0,0,0,0,5,0,146,2,999,2,1,-2.9,92.201,-31.4,0.884,5076.2,1
1907,29371,60,5,0,4,1,0,0,0,1,4,314,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
1908,8883,31,1,1,4,0,1,0,1,3,3,590,3,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
1909,31981,44,1,2,6,1,1,0,0,2,3,877,3,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,1
1910,31089,41,1,0,6,0,0,0,0,2,2,488,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,1
1911,38337,33,0,1,0,0,0,0,0,7,4,233,1,999,0,0,-3.4,92.431,-26.9,0.7390000000000001,5017.5,1
1912,29977,78,5,0,4,0,0,0,0,1,1,274,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
1913,23003,41,0,1,0,0,1,0,0,5,1,127,4,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
1914,6633,57,10,2,4,1,0,0,1,2,2,288,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1915,40489,30,0,1,1,0,1,0,1,5,3,18,1,22,1,2,-1.7,94.027,-38.3,0.899,4991.6,0
1916,9331,40,0,0,0,1,2,2,1,3,4,65,6,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0
1917,2701,35,3,0,1,0,1,0,1,2,2,188,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
1918,17011,48,0,0,2,0,0,0,0,4,3,347,5,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
1919,25854,31,1,1,1,0,1,0,1,8,2,201,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
1920,30159,51,3,0,6,0,1,0,0,1,3,407,1,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,1
1921,39883,28,4,1,0,0,0,0,0,3,3,383,1,22,1,2,-1.7,94.055,-39.8,0.7290000000000001,4991.6,1
1922,3206,42,1,2,4,1,0,0,1,2,3,106,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
1923,30134,60,0,0,3,0,0,0,0,1,3,571,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
1924,29652,40,7,0,2,0,0,1,0,1,0,64,4,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
1925,223,46,2,0,4,1,0,0,1,2,0,288,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1926,36598,42,0,0,0,0,1,0,0,3,3,160,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
1927,24469,31,2,1,0,0,0,0,0,8,0,984,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,1
1928,37310,37,1,0,2,0,1,0,0,5,0,213,1,999,0,0,-2.9,92.201,-31.4,0.884,5076.2,1
1929,37912,60,0,0,3,0,0,1,1,6,2,61,3,999,0,0,-3.4,92.379,-29.8,0.813,5017.5,0
1930,20465,41,2,0,3,0,1,0,0,5,1,131,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
1931,557,40,2,0,4,0,1,0,1,2,1,217,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1932,39646,40,2,0,3,0,0,0,0,2,2,248,1,3,4,2,-1.8,93.876,-40.0,0.682,5008.7,1
1933,8642,50,10,2,1,1,0,0,1,3,2,763,4,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
1934,34969,35,3,1,1,0,2,2,0,2,4,119,2,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
1935,10530,50,3,1,4,0,0,0,1,3,1,355,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
1936,37971,59,0,0,5,0,1,1,0,6,0,295,4,999,1,1,-3.4,92.379,-29.8,0.797,5017.5,1
1937,98,37,2,1,3,0,1,0,1,2,0,197,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1938,12421,40,2,0,2,1,1,0,0,4,0,141,3,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
1939,31939,28,0,1,1,1,1,0,0,2,3,1391,2,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,1
1940,3992,34,1,0,2,1,0,1,1,2,0,100,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
1941,11374,44,2,0,3,0,0,0,1,3,4,189,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
1942,39095,45,0,0,0,0,1,0,0,9,3,150,2,6,1,2,-3.0,92.713,-33.0,0.7070000000000001,5023.5,1
1943,6455,57,4,2,1,0,0,0,1,2,2,224,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1944,37728,25,6,1,0,0,1,0,0,5,3,75,1,999,0,0,-2.9,92.201,-31.4,0.851,5076.2,0
1945,14090,58,4,0,0,1,0,0,0,4,0,332,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
1946,8167,44,1,1,4,0,0,0,1,3,1,159,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
1947,20257,51,10,0,4,1,1,0,0,5,0,80,7,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
1948,36747,47,0,1,0,0,0,0,0,3,0,243,4,999,0,0,-2.9,92.963,-40.8,1.281,5076.2,1
1949,731,48,1,0,3,1,1,0,1,2,1,207,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1950,576,41,0,2,1,0,1,0,1,2,1,76,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
1951,37353,35,0,0,0,0,1,1,0,5,1,349,1,999,3,1,-2.9,92.201,-31.4,0.883,5076.2,1
1952,21984,36,0,1,0,0,0,0,0,5,2,1408,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
1953,29759,36,2,0,2,0,0,0,0,1,0,419,2,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0
1954,32770,34,2,0,2,0,0,0,0,2,0,95,1,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
1955,13956,40,5,0,4,1,0,0,0,4,4,1689,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
1956,30172,34,2,1,3,0,0,0,0,1,3,313,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
1957,34140,29,0,0,0,0,1,0,0,2,2,12,5,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
1958,36566,61,0,0,0,1,0,0,0,3,2,1076,2,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
1959,26606,34,9,0,1,0,0,0,0,8,3,562,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
1960,31268,36,1,0,2,0,0,0,0,2,2,184,2,999,1,1,-1.8,92.893,-46.2,1.334,5099.1,0
1961,30040,65,5,0,0,0,1,0,0,1,2,124,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
1962,33228,38,6,2,5,0,1,0,0,2,1,244,3,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
1963,35617,33,3,0,1,0,1,1,0,2,0,600,4,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,1
1964,34607,28,1,0,6,0,0,0,0,2,3,933,4,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
1965,32903,35,1,0,4,0,0,0,0,2,0,386,1,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
1966,31867,27,2,0,3,0,1,0,0,2,3,347,2,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,1
1967,30045,52,1,0,4,0,0,0,0,1,2,229,5,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
1968,30993,48,1,0,6,0,0,0,0,2,1,862,3,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,1
1969,24234,30,3,0,0,0,0,0,0,8,0,135,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
1970,30568,57,7,0,0,0,0,0,0,2,0,949,3,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,1
1971,37588,31,8,1,0,0,0,0,0,5,4,211,3,999,0,0,-2.9,92.201,-31.4,0.8690000000000001,5076.2,1
1972,15232,50,1,0,5,1,0,0,0,4,3,125,2,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
1973,13006,28,3,0,1,0,0,0,0,4,1,59,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
1974,36116,30,2,1,3,0,1,0,0,2,2,229,3,999,0,0,-1.8,92.893,-46.2,1.27,5099.1,1
1975,40016,27,0,1,1,0,1,0,0,4,3,113,2,999,2,1,-1.7,94.215,-40.3,0.782,4991.6,0
1976,35563,32,4,0,0,0,1,1,0,2,0,119,1,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0
1977,37665,33,1,2,4,0,0,0,0,5,1,395,1,999,0,0,-2.9,92.201,-31.4,0.8590000000000001,5076.2,1
1978,40359,58,1,0,4,0,0,0,0,5,2,771,1,3,1,2,-1.7,94.027,-38.3,0.9,4991.6,1
1979,37816,59,2,0,3,0,0,0,0,5,2,210,4,999,0,0,-2.9,92.201,-31.4,0.8340000000000001,5076.2,1
1980,16653,56,1,0,2,1,0,0,0,4,2,125,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
1981,40015,37,0,1,1,0,1,0,0,4,3,609,2,7,3,2,-1.7,94.215,-40.3,0.782,4991.6,1
1982,29741,30,2,1,0,0,2,2,0,1,0,112,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
1983,32050,28,2,0,0,0,0,0,0,2,3,201,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
1984,36777,50,0,0,0,0,0,0,0,3,4,95,7,999,1,1,-2.9,92.963,-40.8,1.268,5076.2,1
1985,38113,44,2,0,3,0,0,0,0,6,1,173,1,4,1,2,-3.4,92.379,-29.8,0.755,5017.5,1
1986,19670,32,0,0,1,0,1,0,0,5,3,876,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1
1987,30406,61,5,2,0,0,1,0,0,1,3,949,2,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
1988,25761,29,1,1,2,0,0,0,0,8,2,128,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
1989,41183,73,5,0,3,0,0,0,0,8,4,334,1,999,0,0,-1.1,94.767,-50.8,1.028,4963.6,1
1990,10932,55,4,1,4,0,1,0,1,3,2,205,4,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0
1991,14629,47,10,0,4,1,0,0,1,4,1,159,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
1992,33523,59,10,2,6,1,0,0,0,2,1,216,2,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
1993,37041,44,2,1,3,0,0,0,0,4,1,112,2,999,0,0,-2.9,92.469,-33.6,1.044,5076.2,0
1994,37690,74,5,0,0,0,0,1,0,5,2,232,3,999,0,0,-2.9,92.201,-31.4,0.8540000000000001,5076.2,1
1995,1384,42,3,0,1,1,1,1,1,2,3,252,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
1996,3808,43,1,1,2,0,0,0,1,2,4,171,4,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
1997,7347,31,2,1,0,0,0,0,1,2,4,57,2,999,0,0,1.1,93.994,-36.4,4.864,5191.0,0
1998,34603,39,2,0,3,0,1,0,0,2,3,239,1,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
1999,30076,50,0,0,0,0,0,0,0,1,4,160,1,999,0,0,-1.8,93.075,-47.1,1.4,5099.1,1
2000,33314,34,1,2,2,1,0,0,0,2,1,326,2,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
2001,36805,46,0,2,1,0,0,0,0,3,0,372,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
2002,28488,26,9,1,0,0,0,0,0,1,1,184,1,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,1
2003,36334,40,0,1,1,0,0,0,0,3,1,145,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
2004,18986,54,2,0,0,0,0,0,1,5,0,652,2,999,0,0,1.4,93.444,-36.1,4.97,5228.1,1
2005,25796,31,1,0,2,0,1,0,0,8,2,96,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
2006,20427,51,4,0,1,0,1,0,0,5,1,121,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
2007,1843,52,1,0,2,1,0,0,1,2,4,346,3,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
2008,22783,60,5,0,5,0,0,0,0,5,0,600,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
2009,17313,39,0,0,0,0,1,0,0,4,4,653,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
2010,39454,48,0,0,0,0,0,0,0,1,3,141,1,999,0,0,-1.8,93.749,-34.6,0.644,5008.7,1
2011,38127,70,5,2,0,0,0,0,0,6,4,692,1,999,0,0,-3.4,92.379,-29.8,0.741,5017.5,1
2012,14222,33,8,0,0,0,0,0,0,4,0,766,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
2013,36811,29,0,1,1,0,0,0,0,3,0,415,1,3,1,2,-2.9,92.963,-40.8,1.26,5076.2,1
2014,13487,40,1,0,4,1,0,1,0,4,3,181,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
2015,30036,57,4,2,5,0,1,0,0,1,2,279,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
2016,37753,54,0,0,0,0,0,0,0,5,4,91,2,3,1,2,-2.9,92.201,-31.4,0.8490000000000001,5076.2,1
2017,26999,30,1,0,1,0,0,1,0,8,3,2453,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
2018,16553,36,1,0,2,1,0,0,0,4,2,297,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
2019,12273,57,10,0,4,0,0,0,1,4,3,381,3,999,0,0,1.4,93.918,-42.7,4.966,5228.1,0
2020,39324,29,0,1,0,0,0,0,0,0,0,215,1,999,0,0,-1.8,93.369,-34.8,0.639,5008.7,1
2021,27664,51,1,0,1,0,1,0,0,8,4,11,4,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
2022,31908,36,3,0,1,0,1,0,0,2,3,227,2,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
2023,34036,33,0,1,0,0,0,0,0,2,2,484,3,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
2024,16554,50,10,0,5,0,0,0,0,4,2,58,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
2025,14793,49,1,2,5,1,1,0,0,4,2,339,2,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
2026,40329,31,6,1,5,0,0,0,0,5,0,868,3,18,3,1,-1.7,94.027,-38.3,0.898,4991.6,1
2027,5335,40,1,0,2,1,0,0,1,2,4,242,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
2028,13131,31,3,0,2,0,0,0,0,4,2,537,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
2029,5225,39,4,0,0,0,0,1,1,2,4,145,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
2030,37987,45,0,0,0,0,1,0,0,6,0,351,1,3,2,2,-3.4,92.379,-29.8,0.797,5017.5,1
2031,12858,34,0,0,0,0,1,0,0,4,1,145,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
2032,2906,26,1,0,6,0,1,0,1,2,2,389,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
2033,38275,33,9,0,1,0,0,1,0,7,1,301,2,999,0,0,-3.4,92.431,-26.9,0.742,5017.5,1
2034,34580,28,4,1,2,0,0,0,0,2,3,106,1,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,0
2035,25526,41,3,2,1,0,0,0,0,8,2,296,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
2036,39537,52,0,0,5,0,0,0,0,1,2,184,2,10,1,2,-1.8,93.749,-34.6,0.654,5008.7,1
2037,40932,27,1,1,1,0,1,0,0,7,1,253,1,999,2,1,-1.1,94.601,-49.5,0.982,4963.6,1
2038,40030,48,0,1,0,0,0,0,0,4,4,194,2,3,1,2,-1.7,94.215,-40.3,0.79,4991.6,1
2039,38398,60,2,0,4,0,0,0,0,7,1,595,2,6,1,2,-3.4,92.431,-26.9,0.737,5017.5,1
2040,2338,37,2,1,0,0,0,0,1,2,1,370,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
2041,6684,32,2,1,0,0,0,0,1,2,2,269,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
2042,38805,26,1,1,1,0,0,0,1,8,4,208,2,3,1,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
2043,34301,44,3,2,1,0,0,0,0,2,3,533,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
2044,5744,31,4,0,0,0,1,0,1,2,0,100,8,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
2045,482,42,5,0,4,0,1,0,1,2,1,145,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
2046,29381,34,2,2,3,0,0,1,0,1,4,180,2,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0
2047,16209,27,0,1,0,1,1,0,0,4,1,128,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
2048,11306,26,11,1,1,1,1,0,1,3,3,237,5,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
2049,26273,34,2,0,1,0,1,0,0,8,3,732,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
2050,38882,40,2,1,0,0,1,0,0,8,0,984,5,999,0,0,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
2051,39380,27,0,1,0,0,0,0,0,0,1,359,1,999,1,1,-1.8,93.369,-34.8,0.635,5008.7,1
2052,3506,30,0,1,1,0,1,1,1,2,3,892,4,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1
2053,35829,40,2,1,3,0,0,0,0,2,4,317,1,999,1,1,-1.8,92.893,-46.2,1.259,5099.1,1
2054,32359,45,2,0,2,0,1,0,0,2,4,144,3,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
2055,30477,25,2,3,0,0,0,0,0,2,0,346,2,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,0
2056,28484,30,0,1,0,0,1,1,0,1,1,505,1,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,1
2057,38760,40,3,0,1,0,0,0,0,8,3,90,3,3,2,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
2058,10730,36,7,0,0,0,0,0,1,3,1,134,7,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
2059,22365,50,0,2,0,0,0,0,0,5,3,129,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
2060,16078,56,1,0,4,1,1,0,0,4,1,1545,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1
2061,33884,31,0,0,1,0,0,0,0,2,2,476,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,1
2062,40487,33,0,0,0,0,0,0,0,5,3,265,1,3,3,2,-1.7,94.027,-38.3,0.899,4991.6,1
2063,24900,32,1,0,4,0,1,0,0,8,1,132,2,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
2064,36950,45,0,0,0,0,1,0,0,4,3,252,1,999,0,0,-2.9,92.469,-33.6,1.072,5076.2,1
2065,30828,47,8,0,5,1,0,0,1,2,1,22,1,999,1,1,-1.8,92.893,-46.2,1.344,5099.1,0
2066,39213,49,1,0,2,1,1,0,0,0,0,301,1,3,1,2,-1.8,93.369,-34.8,0.652,5008.7,1
2067,32147,36,1,0,1,0,0,0,0,2,4,154,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
2068,38237,42,4,1,0,0,0,0,0,7,0,105,1,999,0,0,-3.4,92.431,-26.9,0.743,5017.5,1
2069,34620,51,1,0,4,0,0,1,0,2,3,668,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
2070,6701,31,2,0,3,0,1,0,1,2,2,89,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
2071,5431,39,2,0,3,0,0,0,1,2,4,75,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
2072,4223,40,1,0,2,1,1,0,1,2,1,59,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
2073,5415,46,1,0,4,0,0,0,1,2,4,1392,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
2074,11508,37,3,1,0,0,1,0,1,3,4,160,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
2075,26349,38,8,0,2,0,1,0,0,8,3,158,5,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
2076,11417,45,0,0,2,1,1,0,1,3,4,973,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
2077,18147,52,0,0,2,0,1,0,0,4,2,1171,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
2078,17419,53,3,0,5,1,0,0,0,4,0,60,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
2079,12156,45,1,0,2,0,0,0,1,4,1,80,1,999,0,0,1.4,93.918,-42.7,4.955,5228.1,0
2080,15771,31,0,1,1,0,1,0,0,4,0,1017,6,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1
2081,35840,48,8,0,0,0,0,0,0,2,4,796,1,999,1,1,-1.8,92.893,-46.2,1.259,5099.1,1
2082,36619,32,0,1,0,0,0,0,0,3,3,89,2,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
2083,12136,41,1,0,4,0,0,1,1,3,0,450,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
2084,22726,46,1,0,4,0,0,0,0,5,0,626,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
2085,29542,52,0,2,2,0,0,1,0,1,0,9,5,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0
2086,30945,43,1,0,4,1,0,0,0,2,1,325,2,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0
2087,40557,33,2,0,3,0,0,0,0,6,2,269,1,999,0,0,-1.1,94.199,-37.5,0.8859999999999999,4963.6,1
2088,30999,39,0,1,3,0,0,0,0,2,1,209,5,999,1,1,-1.8,92.893,-46.2,1.344,5099.1,0
2089,26233,36,0,0,0,0,1,0,1,8,3,281,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
2090,38686,53,4,2,0,0,1,1,0,8,4,368,2,3,1,2,-3.4,92.649,-30.1,0.716,5017.5,1
2091,8464,34,1,0,4,1,1,0,1,3,1,60,5,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
